state,year,component,index_value
Perlis,2013,Social Participation,121.8
Perlis,2014,Social Participation,124.2
Perlis,2015,Social Participation,115.2
Perlis,2016,Social Participation,117.4
Perlis,2017,Social Participation,120.1
Perlis,2018,Social Participation,121.3
Perlis,2019,Social Participation,125.2
Perlis,2020,Social Participation,124.5
Perlis,2021,Social Participation,122.4
Perlis,2022,Social Participation,123.8
Perlis,2023,Social Participation,125.4
Perlis,2024,Social Participation,130.0
Perlis,2010,Transportation,100.0
Perlis,2011,Transportation,100.8
Perlis,2012,Transportation,102.0
Perlis,2013,Transportation,101.7
Perlis,2014,Transportation,103.6
Perlis,2015,Transportation,110.8
Perlis,2016,Transportation,114.8
Perlis,2017,Transportation,117.9
Perlis,2018,Transportation,122.8
Perlis,2019,Transportation,123.8
Perlis,2020,Transportation,118.3
Perlis,2021,Transportation,117.2
Perlis,2022,Transportation,125.8
Perlis,2023,Transportation,127.9
Perlis,2024,Transportation,130.2
Perlis,2010,Water,100.0
Perlis,2011,Water,100.6
Perlis,2012,Water,100.6
Perlis,2013,Water,100.6
Perlis,2014,Water,100.6
Perlis,2015,Water,100.6
Perlis,2016,Water,100.6
Perlis,2017,Water,100.6
Perlis,2018,Water,100.6
Perlis,2019,Water,100.6
Perlis,2020,Water,100.6
Perlis,2021,Water,100.6
Perlis,2022,Water,100.6
Perlis,2023,Water,100.6
Perlis,2024,Water,101.1
Perlis,2010,Working Life,100.0
Perlis,2011,Working Life,109.5
Perlis,2012,Working Life,114.7
Perlis,2013,Working Life,126.8
Perlis,2014,Working Life,123.5
Perlis,2015,Working Life,121.6
Perlis,2016,Working Life,118.6
Perlis,2017,Working Life,115.0
Perlis,2018,Working Life,121.1
Perlis,2019,Working Life,121.4
Perlis,2020,Working Life,121.1
Perlis,2021,Working Life,111.7
Perlis,2022,Working Life,113.6
Perlis,2023,Working Life,120.6
Perlis,2024,Working Life,117.3
Pulau Pinang,2010,Air,100.0
Pulau Pinang,2011,Air,90.4
Pulau Pinang,2012,Air,97.1
Pulau Pinang,2013,Air,90.4
Pulau Pinang,2014,Air,81.7
Pulau Pinang,2015,Air,70.2
Pulau Pinang,2016,Air,92.3
Pulau Pinang,2017,Air,95.2
Pulau Pinang,2018,Air,82.4
Pulau Pinang,2019,Air,79.9
Pulau Pinang,2020,Air,87.1
Pulau Pinang,2021,Air,90.6
Pulau Pinang,2022,Air,94.3
Pulau Pinang,2023,Air,85.3
Pulau Pinang,2024,Air,86.9
Pulau Pinang,2010,Biodiversity Resources,100.0
Pulau Pinang,2011,Biodiversity Resources,93.1
Pulau Pinang,2012,Biodiversity Resources,81.0
Pulau Pinang,2013,Biodiversity Resources,98.6
Pulau Pinang,2014,Biodiversity Resources,99.4
Pulau Pinang,2015,Biodiversity Resources,99.4
Pulau Pinang,2016,Biodiversity Resources,99.4
Pulau Pinang,2017,Biodiversity Resources,98.5
Pulau Pinang,2018,Biodiversity Resources,99.3
Pulau Pinang,2019,Biodiversity Resources,99.3
Pulau Pinang,2020,Biodiversity Resources,96.7
Pulau Pinang,2021,Biodiversity Resources,95.9
Pulau Pinang,2022,Biodiversity Resources,111.0
Pulau Pinang,2023,Biodiversity Resources,111.0
Pulau Pinang,2024,Biodiversity Resources,111.0
Pulau Pinang,2010,Communication,100.0
Pulau Pinang,2011,Communication,103.5
Pulau Pinang,2012,Communication,112.6
Pulau Pinang,2013,Communication,110.8
Pulau Pinang,2014,Communication,121.3
Pulau Pinang,2015,Communication,123.2
Pulau Pinang,2016,Communication,126.4
Pulau Pinang,2017,Communication,130.0
Pulau Pinang,2018,Communication,131.6
Pulau Pinang,2019,Communication,130.3
Pulau Pinang,2020,Communication,126.7
Pulau Pinang,2021,Communication,130.2
Pulau Pinang,2022,Communication,131.7
Pulau Pinang,2023,Communication,131.2
Pulau Pinang,2024,Communication,131.8
Pulau Pinang,2010,Culture,100.0
Pulau Pinang,2011,Culture,101.9
Pulau Pinang,2012,Culture,100.6
Pulau Pinang,2013,Culture,104.0
Pulau Pinang,2014,Culture,108.7
Pulau Pinang,2015,Culture,108.6
Pulau Pinang,2016,Culture,110.4
Pulau Pinang,2017,Culture,105.9
Pulau Pinang,2018,Culture,103.8
Pulau Pinang,2019,Culture,105.1
Pulau Pinang,2020,Culture,104.2
Pulau Pinang,2021,Culture,104.2
Pulau Pinang,2022,Culture,107.9
Pulau Pinang,2023,Culture,109.9
Pulau Pinang,2024,Culture,111.5
Pulau Pinang,2010,Economic,100.0
Pulau Pinang,2011,Economic,105.8
Pulau Pinang,2012,Economic,110.7
Pulau Pinang,2013,Economic,114.4
Pulau Pinang,2014,Economic,116.5
Pulau Pinang,2015,Economic,119.2
Pulau Pinang,2016,Economic,120.9
Pulau Pinang,2017,Economic,121.5
Pulau Pinang,2018,Economic,124.4
Pulau Pinang,2019,Economic,124.3
Pulau Pinang,2020,Economic,123.6
Pulau Pinang,2021,Economic,126.6
Pulau Pinang,2022,Economic,127.5
Pulau Pinang,2023,Economic,127.1
Pulau Pinang,2024,Economic,128.9
Pulau Pinang,2010,Education,100.0
Pulau Pinang,2011,Education,100.8
Pulau Pinang,2012,Education,105.6
Pulau Pinang,2013,Education,103.2
Pulau Pinang,2014,Education,107.2
Pulau Pinang,2015,Education,108.3
Pulau Pinang,2016,Education,108.0
Pulau Pinang,2017,Education,111.9
Pulau Pinang,2018,Education,114.9
Pulau Pinang,2019,Education,116.4
Pulau Pinang,2020,Education,117.3
Pulau Pinang,2021,Education,116.5
Pulau Pinang,2022,Education,118.6
Pulau Pinang,2023,Education,123.5
Pulau Pinang,2024,Education,120.5
Pulau Pinang,2010,Entertainment and Recreation,100.0
Pulau Pinang,2011,Entertainment and Recreation,105.1
Pulau Pinang,2012,Entertainment and Recreation,108.8
Pulau Pinang,2013,Entertainment and Recreation,108.8
Pulau Pinang,2014,Entertainment and Recreation,113.5
Pulau Pinang,2015,Entertainment and Recreation,118.2
Pulau Pinang,2016,Entertainment and Recreation,120.9
Pulau Pinang,2017,Entertainment and Recreation,117.5
Pulau Pinang,2018,Entertainment and Recreation,121.4
Pulau Pinang,2019,Entertainment and Recreation,121.7
Pulau Pinang,2020,Entertainment and Recreation,104.3
Pulau Pinang,2021,Entertainment and Recreation,98.4
Pulau Pinang,2022,Entertainment and Recreation,114.6
Pulau Pinang,2023,Entertainment and Recreation,117.0
Pulau Pinang,2024,Entertainment and Recreation,117.2
Pulau Pinang,2010,Environmental,100.0
Pulau Pinang,2011,Environmental,94.3
Pulau Pinang,2012,Environmental,92.7
Pulau Pinang,2013,Environmental,96.3
Pulau Pinang,2014,Environmental,93.7
Pulau Pinang,2015,Environmental,89.9
Pulau Pinang,2016,Environmental,97.3
Pulau Pinang,2017,Environmental,97.9
Pulau Pinang,2018,Environmental,93.9
Pulau Pinang,2019,Environmental,93.1
Pulau Pinang,2020,Environmental,94.6
Pulau Pinang,2021,Environmental,95.5
Pulau Pinang,2022,Environmental,101.8
Pulau Pinang,2023,Environmental,98.8
Pulau Pinang,2024,Environmental,98.6
Pulau Pinang,2010,Family,100.0
Pulau Pinang,2011,Family,102.2
Pulau Pinang,2012,Family,102.0
Pulau Pinang,2013,Family,99.9
Pulau Pinang,2014,Family,100.9
Pulau Pinang,2015,Family,99.7
Pulau Pinang,2016,Family,104.7
Pulau Pinang,2017,Family,103.2
Pulau Pinang,2018,Family,104.5
Pulau Pinang,2019,Family,102.8
Pulau Pinang,2020,Family,107.9
Pulau Pinang,2021,Family,106.8
Pulau Pinang,2022,Family,103.1
Pulau Pinang,2023,Family,107.1
Pulau Pinang,2024,Family,105.4
Pulau Pinang,2010,Governance,100.0
Pulau Pinang,2011,Governance,96.8
Pulau Pinang,2012,Governance,99.8
Pulau Pinang,2013,Governance,102.8
Pulau Pinang,2014,Governance,105.2
Pulau Pinang,2015,Governance,98.7
Pulau Pinang,2016,Governance,86.4
Pulau Pinang,2017,Governance,102.6
Pulau Pinang,2018,Governance,96.9
Pulau Pinang,2019,Governance,99.1
Pulau Pinang,2020,Governance,96.4
Pulau Pinang,2021,Governance,96.9
Pulau Pinang,2022,Governance,95.8
Pulau Pinang,2023,Governance,106.1
Pulau Pinang,2024,Governance,106.0
Pulau Pinang,2010,Health,100.0
Pulau Pinang,2011,Health,101.4
Pulau Pinang,2012,Health,110.2
Pulau Pinang,2013,Health,107.2
Pulau Pinang,2014,Health,102.9
Pulau Pinang,2015,Health,100.9
Pulau Pinang,2016,Health,104.4
Pulau Pinang,2017,Health,106.4
Pulau Pinang,2018,Health,104.4
Pulau Pinang,2019,Health,105.8
Pulau Pinang,2020,Health,107.4
Pulau Pinang,2021,Health,107.1
Pulau Pinang,2022,Health,106.0
Pulau Pinang,2023,Health,104.9
Pulau Pinang,2024,Health,103.8
Pulau Pinang,2010,Housing,100.0
Pulau Pinang,2011,Housing,113.4
Pulau Pinang,2012,Housing,112.6
Pulau Pinang,2013,Housing,115.4
Pulau Pinang,2014,Housing,118.3
Pulau Pinang,2015,Housing,119.6
Pulau Pinang,2016,Housing,124.5
Pulau Pinang,2017,Housing,129.1
Pulau Pinang,2018,Housing,132.8
Pulau Pinang,2019,Housing,133.9
Pulau Pinang,2020,Housing,143.3
Pulau Pinang,2021,Housing,136.1
Pulau Pinang,2022,Housing,137.1
Pulau Pinang,2023,Housing,135.7
Pulau Pinang,2024,Housing,135.5
Pulau Pinang,2010,Income and Distribution,100.0
Pulau Pinang,2011,Income and Distribution,107.4
Pulau Pinang,2012,Income and Distribution,114.7
Pulau Pinang,2013,Income and Distribution,118.2
Pulau Pinang,2014,Income and Distribution,122.3
Pulau Pinang,2015,Income and Distribution,126.6
Pulau Pinang,2016,Income and Distribution,125.7
Pulau Pinang,2017,Income and Distribution,127.5
Pulau Pinang,2018,Income and Distribution,129.1
Pulau Pinang,2019,Income and Distribution,130.7
Pulau Pinang,2020,Income and Distribution,120.5
Pulau Pinang,2021,Income and Distribution,126.8
Pulau Pinang,2022,Income and Distribution,131.1
Pulau Pinang,2023,Income and Distribution,130.9
Pulau Pinang,2024,Income and Distribution,137.7
Pulau Pinang,2010,MyWI Overall,100.0
Pulau Pinang,2011,MyWI Overall,103.4
Pulau Pinang,2012,MyWI Overall,104.9
Pulau Pinang,2013,MyWI Overall,107.4
Pulau Pinang,2014,MyWI Overall,108.8
Pulau Pinang,2015,MyWI Overall,109.2
Pulau Pinang,2016,MyWI Overall,111.6
Pulau Pinang,2017,MyWI Overall,113.3
Pulau Pinang,2018,MyWI Overall,113.5
Pulau Pinang,2019,MyWI Overall,114.0
Pulau Pinang,2020,MyWI Overall,114.4
Pulau Pinang,2021,MyWI Overall,114.4
Pulau Pinang,2022,MyWI Overall,116.6
Pulau Pinang,2023,MyWI Overall,117.2
Pulau Pinang,2024,MyWI Overall,117.7
Pulau Pinang,2010,Public Safety,100.0
Pulau Pinang,2011,Public Safety,104.5
Pulau Pinang,2012,Public Safety,104.0
Pulau Pinang,2013,Public Safety,107.7
Pulau Pinang,2014,Public Safety,105.8
Pulau Pinang,2015,Public Safety,112.4
Pulau Pinang,2016,Public Safety,113.7
Pulau Pinang,2017,Public Safety,119.2
Pulau Pinang,2018,Public Safety,116.1
Pulau Pinang,2019,Public Safety,116.7
Pulau Pinang,2020,Public Safety,126.0
Pulau Pinang,2021,Public Safety,128.4
Pulau Pinang,2022,Public Safety,120.3
Pulau Pinang,2023,Public Safety,116.9
Pulau Pinang,2024,Public Safety,115.5
Pulau Pinang,2010,Social,100.0
Pulau Pinang,2011,Social,105.1
Pulau Pinang,2012,Social,107.0
Pulau Pinang,2013,Social,108.0
Pulau Pinang,2014,Social,109.7
Pulau Pinang,2015,Social,110.2
Pulau Pinang,2016,Social,111.4
Pulau Pinang,2017,Social,114.0
Pulau Pinang,2018,Social,114.1
Pulau Pinang,2019,Social,115.5
Pulau Pinang,2020,Social,116.1
Pulau Pinang,2021,Social,114.5
Pulau Pinang,2022,Social,115.5
Pulau Pinang,2023,Social,117.6
Pulau Pinang,2024,Social,117.6
Pulau Pinang,2010,Social Participation,100.0
Pulau Pinang,2011,Social Participation,120.1
Pulau Pinang,2012,Social Participation,119.0
Pulau Pinang,2013,Social Participation,122.8
Pulau Pinang,2014,Social Participation,124.9
Pulau Pinang,2015,Social Participation,125.6
Pulau Pinang,2016,Social Participation,129.7
Pulau Pinang,2017,Social Participation,129.8
Pulau Pinang,2018,Social Participation,132.4
Pulau Pinang,2019,Social Participation,137.6
Pulau Pinang,2020,Social Participation,137.7
Pulau Pinang,2021,Social Participation,135.7
Pulau Pinang,2022,Social Participation,136.1
Pulau Pinang,2023,Social Participation,136.9
Pulau Pinang,2024,Social Participation,143.0
Pulau Pinang,2010,Transportation,100.0
Pulau Pinang,2011,Transportation,102.3
Pulau Pinang,2012,Transportation,105.4
Pulau Pinang,2013,Transportation,115.1
Pulau Pinang,2014,Transportation,109.5
Pulau Pinang,2015,Transportation,110.3
Pulau Pinang,2016,Transportation,114.4
Pulau Pinang,2017,Transportation,119.3
Pulau Pinang,2018,Transportation,123.7
Pulau Pinang,2019,Transportation,126.2
Pulau Pinang,2020,Transportation,124.9
Pulau Pinang,2021,Transportation,122.8
Pulau Pinang,2022,Transportation,129.4
Pulau Pinang,2023,Transportation,128.3
Pulau Pinang,2024,Transportation,129.1
Pulau Pinang,2010,Water,100.0
Pulau Pinang,2011,Water,99.5
Pulau Pinang,2012,Water,100.0
Pulau Pinang,2013,Water,100.0
Pulau Pinang,2014,Water,100.0
Pulau Pinang,2015,Water,100.0
Pulau Pinang,2016,Water,100.0
Pulau Pinang,2017,Water,100.0
Pulau Pinang,2018,Water,100.0
Pulau Pinang,2019,Water,100.0
Pulau Pinang,2020,Water,100.0
Pulau Pinang,2021,Water,100.0
Pulau Pinang,2022,Water,100.0
Pulau Pinang,2023,Water,100.0
Pulau Pinang,2024,Water,97.9
Pulau Pinang,2010,Working Life,100.0
Pulau Pinang,2011,Working Life,110.1
Pulau Pinang,2012,Working Life,110.0
Pulau Pinang,2013,Working Life,113.3
Pulau Pinang,2014,Working Life,112.9
Pulau Pinang,2015,Working Life,116.7
Pulau Pinang,2016,Working Life,117.2
Pulau Pinang,2017,Working Life,109.3
Pulau Pinang,2018,Working Life,113.2
Pulau Pinang,2019,Working Life,110.0
Pulau Pinang,2020,Working Life,122.4
Pulau Pinang,2021,Working Life,126.7
Pulau Pinang,2022,Working Life,117.7
Pulau Pinang,2023,Working Life,118.1
Pulau Pinang,2024,Working Life,117.1
Sabah,2010,Air,100.0
Sabah,2011,Air,94.2
Sabah,2012,Air,97.1
Sabah,2013,Air,94.2
Sabah,2014,Air,102.9
Sabah,2015,Air,70.9
Sabah,2016,Air,100.0
Sabah,2017,Air,91.3
Sabah,2018,Air,88.7
Sabah,2019,Air,83.3
Sabah,2020,Air,101.3
Sabah,2021,Air,107.4
Sabah,2022,Air,104.1
Sabah,2023,Air,87.9
Sabah,2024,Air,84.0
Sabah,2010,Biodiversity Resources,100.0
Sabah,2011,Biodiversity Resources,99.8
Sabah,2012,Biodiversity Resources,101.7
Sabah,2013,Biodiversity Resources,106.7
Sabah,2014,Biodiversity Resources,105.4
Sabah,2015,Biodiversity Resources,115.2
Sabah,2016,Biodiversity Resources,113.9
Sabah,2017,Biodiversity Resources,112.9
Sabah,2018,Biodiversity Resources,126.7
Sabah,2019,Biodiversity Resources,127.2
Sabah,2020,Biodiversity Resources,125.9
Sabah,2021,Biodiversity Resources,121.5
Sabah,2022,Biodiversity Resources,118.6
Sabah,2023,Biodiversity Resources,123.1
Sabah,2024,Biodiversity Resources,120.6
Sabah,2010,Communication,100.0
Sabah,2011,Communication,100.9
Sabah,2012,Communication,107.9
Sabah,2013,Communication,104.6
Sabah,2014,Communication,126.6
Sabah,2015,Communication,120.9
Sabah,2016,Communication,123.7
Sabah,2017,Communication,121.9
Sabah,2018,Communication,123.9
Sabah,2019,Communication,125.9
Sabah,2020,Communication,122.0
Sabah,2021,Communication,124.6
Sabah,2022,Communication,125.7
Sabah,2023,Communication,125.1
Sabah,2024,Communication,125.6
Sabah,2010,Culture,100.0
Sabah,2011,Culture,99.0
Sabah,2012,Culture,97.9
Sabah,2013,Culture,101.0
Sabah,2014,Culture,97.2
Sabah,2015,Culture,99.6
Sabah,2016,Culture,109.3
Sabah,2017,Culture,98.3
Sabah,2018,Culture,99.8
Sabah,2019,Culture,104.7
Sabah,2020,Culture,101.3
Sabah,2021,Culture,88.9
Sabah,2022,Culture,88.5
Sabah,2023,Culture,102.6
Sabah,2024,Culture,114.5
Sabah,2010,Economic,100.0
Sabah,2011,Economic,104.9
Sabah,2012,Economic,109.2
Sabah,2013,Economic,110.8
Sabah,2014,Economic,118.3
Sabah,2015,Economic,117.8
Sabah,2016,Economic,117.6
Sabah,2017,Economic,117.5
Sabah,2018,Economic,119.9
Sabah,2019,Economic,122.0
Sabah,2020,Economic,120.0
Sabah,2021,Economic,121.8
Sabah,2022,Economic,126.4
Sabah,2023,Economic,126.0
Sabah,2024,Economic,127.3
Sabah,2010,Education,100.0
Sabah,2011,Education,110.2
Sabah,2012,Education,113.7
Sabah,2013,Education,116.9
Sabah,2014,Education,118.2
Sabah,2015,Education,118.3
Sabah,2016,Education,117.1
Sabah,2017,Education,124.5
Sabah,2018,Education,128.5
Sabah,2019,Education,128.8
Sabah,2020,Education,131.0
Sabah,2021,Education,129.6
Sabah,2022,Education,131.6
Sabah,2023,Education,128.5
Sabah,2024,Education,131.3
Sabah,2010,Entertainment and Recreation,100.0
Sabah,2011,Entertainment and Recreation,102.5
Sabah,2012,Entertainment and Recreation,105.2
Sabah,2013,Entertainment and Recreation,108.5
Sabah,2014,Entertainment and Recreation,113.0
Sabah,2015,Entertainment and Recreation,113.3
Sabah,2016,Entertainment and Recreation,117.0
Sabah,2017,Entertainment and Recreation,119.6
Sabah,2018,Entertainment and Recreation,122.9
Sabah,2019,Entertainment and Recreation,116.0
Sabah,2020,Entertainment and Recreation,100.4
Sabah,2021,Entertainment and Recreation,98.4
Sabah,2022,Entertainment and Recreation,114.4
Sabah,2023,Entertainment and Recreation,113.1
Sabah,2024,Entertainment and Recreation,112.0
Sabah,2010,Environmental,100.0
Sabah,2011,Environmental,98.2
Sabah,2012,Environmental,101.6
Sabah,2013,Environmental,105.7
Sabah,2014,Environmental,108.6
Sabah,2015,Environmental,102.4
Sabah,2016,Environmental,113.0
Sabah,2017,Environmental,109.4
Sabah,2018,Environmental,113.2
Sabah,2019,Environmental,111.5
Sabah,2020,Environmental,106.7
Sabah,2021,Environmental,108.1
Sabah,2022,Environmental,108.3
Sabah,2023,Environmental,105.9
Sabah,2024,Environmental,105.2
Sabah,2010,Family,100.0
Sabah,2011,Family,104.1
Sabah,2012,Family,102.1
Sabah,2013,Family,103.9
Sabah,2014,Family,100.3
Sabah,2015,Family,103.4
Sabah,2016,Family,100.5
Sabah,2017,Family,99.8
Sabah,2018,Family,97.5
Sabah,2019,Family,96.0
Sabah,2020,Family,96.9
Sabah,2021,Family,96.9
Sabah,2022,Family,90.4
Sabah,2023,Family,92.3
Sabah,2024,Family,89.1
Sabah,2010,Governance,100.0
Sabah,2011,Governance,101.5
Sabah,2012,Governance,99.3
Sabah,2013,Governance,107.8
Sabah,2014,Governance,109.4
Sabah,2015,Governance,106.7
Sabah,2016,Governance,104.5
Sabah,2017,Governance,109.3
Sabah,2018,Governance,93.9
Sabah,2019,Governance,109.6
Sabah,2020,Governance,112.3
Sabah,2021,Governance,116.0
Sabah,2022,Governance,109.5
Sabah,2023,Governance,113.4
Sabah,2024,Governance,118.3
Sabah,2010,Health,100.0
Sabah,2011,Health,99.1
Sabah,2012,Health,96.9
Sabah,2013,Health,97.4
Sabah,2014,Health,96.4
Sabah,2015,Health,94.9
Sabah,2016,Health,96.3
Sabah,2017,Health,92.9
Sabah,2018,Health,91.2
Sabah,2019,Health,90.4
Sabah,2020,Health,94.7
Sabah,2021,Health,95.4
Sabah,2022,Health,90.0
Sabah,2023,Health,94.3
Sabah,2024,Health,90.9
Sabah,2010,Housing,100.0
Sabah,2011,Housing,105.5
Sabah,2012,Housing,110.9
Sabah,2013,Housing,116.1
Sabah,2014,Housing,120.9
Sabah,2015,Housing,122.5
Sabah,2016,Housing,123.6
Sabah,2017,Housing,135.7
Sabah,2018,Housing,141.5
Sabah,2019,Housing,144.1
Sabah,2020,Housing,151.6
Sabah,2021,Housing,145.7
Sabah,2022,Housing,142.4
Sabah,2023,Housing,142.9
Sabah,2024,Housing,142.9
Sabah,2010,Income and Distribution,100.0
Sabah,2011,Income and Distribution,106.3
Sabah,2012,Income and Distribution,111.5
Sabah,2013,Income and Distribution,117.9
Sabah,2014,Income and Distribution,125.2
Sabah,2015,Income and Distribution,126.1
Sabah,2016,Income and Distribution,119.3
Sabah,2017,Income and Distribution,124.0
Sabah,2018,Income and Distribution,127.4
Sabah,2019,Income and Distribution,130.0
Sabah,2020,Income and Distribution,118.4
Sabah,2021,Income and Distribution,124.0
Sabah,2022,Income and Distribution,136.4
Sabah,2023,Income and Distribution,134.5
Sabah,2024,Income and Distribution,138.5
Sabah,2010,MyWI Overall,100.0
Sabah,2011,MyWI Overall,105.3
Sabah,2012,MyWI Overall,106.0
Sabah,2013,MyWI Overall,109.1
Sabah,2014,MyWI Overall,112.0
Sabah,2015,MyWI Overall,111.5
Sabah,2016,MyWI Overall,113.9
Sabah,2017,MyWI Overall,114.2
Sabah,2018,MyWI Overall,115.4
Sabah,2019,MyWI Overall,117.6
Sabah,2020,MyWI Overall,116.3
Sabah,2021,MyWI Overall,115.9
Sabah,2022,MyWI Overall,116.4
Sabah,2023,MyWI Overall,117.1
Sabah,2024,MyWI Overall,118.4
Sabah,2010,Public Safety,100.0
Sabah,2011,Public Safety,136.5
Sabah,2012,Public Safety,116.9
Sabah,2013,Public Safety,119.1
Sabah,2014,Public Safety,124.2
Sabah,2015,Public Safety,130.6
Sabah,2016,Public Safety,126.1
Sabah,2017,Public Safety,129.1
Sabah,2018,Public Safety,127.8
Sabah,2019,Public Safety,130.9
Sabah,2020,Public Safety,142.5
Sabah,2021,Public Safety,143.8
Sabah,2022,Public Safety,135.3
Sabah,2023,Public Safety,134.4
Sabah,2024,Public Safety,134.6
Sabah,2010,Social,100.0
Sabah,2011,Social,107.8
Sabah,2012,Social,106.1
Sabah,2013,Social,109.4
Sabah,2014,Social,110.3
Sabah,2015,Social,111.7
Sabah,2016,Social,112.5
Sabah,2017,Social,114.3
Sabah,2018,Social,114.1
Sabah,2019,Social,117.6
Sabah,2020,Social,117.9
Sabah,2021,Social,115.8
Sabah,2022,Social,114.7
Sabah,2023,Social,117.0
Sabah,2024,Social,118.9
Sabah,2010,Social Participation,100.0
Sabah,2011,Social Participation,111.6
Sabah,2012,Social Participation,112.0
Sabah,2013,Social Participation,114.2
Sabah,2014,Social Participation,113.1
Sabah,2015,Social Participation,115.9
Sabah,2016,Social Participation,117.7
Sabah,2017,Social Participation,119.1
Sabah,2018,Social Participation,123.8
Sabah,2019,Social Participation,137.9
Sabah,2020,Social Participation,130.4
Sabah,2021,Social Participation,127.7
Sabah,2022,Social Participation,130.4
Sabah,2023,Social Participation,131.4
Sabah,2024,Social Participation,136.2
Sabah,2010,Transportation,100.0
Sabah,2011,Transportation,102.8
Sabah,2012,Transportation,104.8
Sabah,2013,Transportation,103.6
Sabah,2014,Transportation,103.2
Sabah,2015,Transportation,105.0
Sabah,2016,Transportation,108.0
Sabah,2017,Transportation,107.4
Sabah,2018,Transportation,111.3
Sabah,2019,Transportation,113.9
Sabah,2020,Transportation,112.6
Sabah,2021,Transportation,110.4
Sabah,2022,Transportation,125.4
Sabah,2023,Transportation,122.0
Sabah,2024,Transportation,123.5
Sabah,2010,Water,100.0
Sabah,2011,Water,100.8
Sabah,2012,Water,105.9
Sabah,2013,Water,116.3
Sabah,2014,Water,117.6
Sabah,2015,Water,121.2
Sabah,2016,Water,125.1
Sabah,2017,Water,124.0
Sabah,2018,Water,124.0
Sabah,2019,Water,124.0
Sabah,2020,Water,93.0
Sabah,2021,Water,95.6
Sabah,2022,Water,102.1
Sabah,2023,Water,106.6
Sabah,2024,Water,111.1
Sabah,2010,Working Life,100.0
Sabah,2011,Working Life,109.5
Sabah,2012,Working Life,112.7
Sabah,2013,Working Life,117.1
Sabah,2014,Working Life,118.3
Sabah,2015,Working Life,119.2
Sabah,2016,Working Life,119.5
Sabah,2017,Working Life,116.6
Sabah,2018,Working Life,116.8
Sabah,2019,Working Life,118.4
Sabah,2020,Working Life,127.0
Sabah,2021,Working Life,128.3
Sabah,2022,Working Life,117.9
Sabah,2023,Working Life,122.3
Sabah,2024,Working Life,121.7
Sarawak,2010,Air,100.0
Sarawak,2011,Air,86.6
Sarawak,2012,Air,78.5
Sarawak,2013,Air,81.2
Sarawak,2014,Air,85.2
Sarawak,2015,Air,77.1
Sarawak,2016,Air,94.6
Sarawak,2017,Air,73.4
Sarawak,2018,Air,76.2
Sarawak,2019,Air,71.2
Sarawak,2020,Air,93.5
Sarawak,2021,Air,91.0
Sarawak,2022,Air,93.3
Sarawak,2023,Air,78.4
Sarawak,2024,Air,88.3
Sarawak,2010,Biodiversity Resources,100.0
Sarawak,2011,Biodiversity Resources,103.3
Sarawak,2012,Biodiversity Resources,107.9
Sarawak,2013,Biodiversity Resources,107.5
Sarawak,2014,Biodiversity Resources,117.2
Sarawak,2015,Biodiversity Resources,119.7
Sarawak,2016,Biodiversity Resources,114.3
Sarawak,2017,Biodiversity Resources,111.5
Sarawak,2018,Biodiversity Resources,109.7
Sarawak,2019,Biodiversity Resources,113.1
Sarawak,2020,Biodiversity Resources,115.1
Sarawak,2021,Biodiversity Resources,113.0
Sarawak,2022,Biodiversity Resources,115.3
Sarawak,2023,Biodiversity Resources,113.5
Sarawak,2024,Biodiversity Resources,115.7
Sarawak,2010,Communication,100.0
Sarawak,2011,Communication,102.2
Sarawak,2012,Communication,111.7
Sarawak,2013,Communication,104.0
Sarawak,2014,Communication,114.0
Sarawak,2015,Communication,118.5
Sarawak,2016,Communication,121.2
Sarawak,2017,Communication,126.2
Sarawak,2018,Communication,128.0
Sarawak,2019,Communication,129.0
Sarawak,2020,Communication,124.2
Sarawak,2021,Communication,128.8
Sarawak,2022,Communication,129.1
Sarawak,2023,Communication,129.0
Sarawak,2024,Communication,130.8
Sarawak,2010,Culture,100.0
Sarawak,2011,Culture,98.0
Sarawak,2012,Culture,98.4
Sarawak,2013,Culture,101.0
Sarawak,2014,Culture,98.5
Sarawak,2015,Culture,98.6
Sarawak,2016,Culture,98.6
Sarawak,2017,Culture,114.7
Sarawak,2018,Culture,109.0
Sarawak,2019,Culture,106.9
Sarawak,2020,Culture,96.2
Sarawak,2021,Culture,94.6
Sarawak,2022,Culture,101.4
Sarawak,2023,Culture,113.0
Sarawak,2024,Culture,115.4
Sarawak,2010,Economic,100.0
Sarawak,2011,Economic,104.5
Sarawak,2012,Economic,110.1
Sarawak,2013,Economic,110.9
Sarawak,2014,Economic,115.3
Sarawak,2015,Economic,117.5
Sarawak,2016,Economic,118.3
Sarawak,2017,Economic,119.7
Sarawak,2018,Economic,122.1
Sarawak,2019,Economic,124.0
Sarawak,2020,Economic,120.0
Sarawak,2021,Economic,121.2
Sarawak,2022,Economic,126.0
Sarawak,2023,Economic,126.0
Sarawak,2024,Economic,129.7
Sarawak,2010,Education,100.0
Sarawak,2011,Education,112.1
Sarawak,2012,Education,115.1
Sarawak,2013,Education,115.7
Sarawak,2014,Education,118.9
Sarawak,2015,Education,121.7
Sarawak,2016,Education,125.6
Sarawak,2017,Education,130.5
Sarawak,2018,Education,128.8
Sarawak,2019,Education,129.8
Sarawak,2020,Education,132.7
Sarawak,2021,Education,134.5
Sarawak,2022,Education,139.0
Sarawak,2023,Education,140.2
