state,year,component,index_value
Pahang,2020,Air,117.9
Pahang,2021,Air,104.1
Pahang,2022,Air,117.2
Pahang,2023,Air,101.6
Pahang,2024,Air,102.5
Pahang,2010,Biodiversity Resources,100.0
Pahang,2011,Biodiversity Resources,89.3
Pahang,2012,Biodiversity Resources,93.7
Pahang,2013,Biodiversity Resources,93.2
Pahang,2014,Biodiversity Resources,94.7
Pahang,2015,Biodiversity Resources,95.3
Pahang,2016,Biodiversity Resources,81.6
Pahang,2017,Biodiversity Resources,88.1
Pahang,2018,Biodiversity Resources,94.4
Pahang,2019,Biodiversity Resources,96.1
Pahang,2020,Biodiversity Resources,84.5
Pahang,2021,Biodiversity Resources,93.4
Pahang,2022,Biodiversity Resources,91.3
Pahang,2023,Biodiversity Resources,91.4
Pahang,2024,Biodiversity Resources,89.5
Pahang,2010,Communication,100.0
Pahang,2011,Communication,106.6
Pahang,2012,Communication,114.6
Pahang,2013,Communication,108.0
Pahang,2014,Communication,121.0
Pahang,2015,Communication,121.8
Pahang,2016,Communication,122.4
Pahang,2017,Communication,122.3
Pahang,2018,Communication,123.7
Pahang,2019,Communication,125.3
Pahang,2020,Communication,120.0
Pahang,2021,Communication,123.3
Pahang,2022,Communication,124.2
Pahang,2023,Communication,124.3
Pahang,2024,Communication,125.5
Pahang,2010,Culture,100.0
Pahang,2011,Culture,99.2
Pahang,2012,Culture,94.4
Pahang,2013,Culture,97.4
Pahang,2014,Culture,102.9
Pahang,2015,Culture,103.0
Pahang,2016,Culture,106.4
Pahang,2017,Culture,93.9
Pahang,2018,Culture,93.1
Pahang,2019,Culture,93.3
Pahang,2020,Culture,80.3
Pahang,2021,Culture,80.7
Pahang,2022,Culture,92.1
Pahang,2023,Culture,105.1
Pahang,2024,Culture,104.7
Pahang,2010,Economic,100.0
Pahang,2011,Economic,106.2
Pahang,2012,Economic,109.1
Pahang,2013,Economic,109.2
Pahang,2014,Economic,113.1
Pahang,2015,Economic,116.0
Pahang,2016,Economic,115.5
Pahang,2017,Economic,116.8
Pahang,2018,Economic,120.4
Pahang,2019,Economic,120.5
Pahang,2020,Economic,119.5
Pahang,2021,Economic,122.2
Pahang,2022,Economic,126.1
Pahang,2023,Economic,126.0
Pahang,2024,Economic,127.3
Pahang,2010,Education,100.0
Pahang,2011,Education,109.0
Pahang,2012,Education,115.3
Pahang,2013,Education,114.0
Pahang,2014,Education,118.4
Pahang,2015,Education,120.3
Pahang,2016,Education,124.7
Pahang,2017,Education,129.4
Pahang,2018,Education,131.5
Pahang,2019,Education,133.2
Pahang,2020,Education,135.4
Pahang,2021,Education,137.6
Pahang,2022,Education,139.0
Pahang,2023,Education,140.9
Pahang,2024,Education,137.8
Pahang,2010,Entertainment and Recreation,100.0
Pahang,2011,Entertainment and Recreation,101.2
Pahang,2012,Entertainment and Recreation,103.0
Pahang,2013,Entertainment and Recreation,102.6
Pahang,2014,Entertainment and Recreation,108.2
Pahang,2015,Entertainment and Recreation,109.1
Pahang,2016,Entertainment and Recreation,110.5
Pahang,2017,Entertainment and Recreation,111.9
Pahang,2018,Entertainment and Recreation,114.4
Pahang,2019,Entertainment and Recreation,115.4
Pahang,2020,Entertainment and Recreation,100.9
Pahang,2021,Entertainment and Recreation,91.7
Pahang,2022,Entertainment and Recreation,106.8
Pahang,2023,Entertainment and Recreation,112.4
Pahang,2024,Entertainment and Recreation,113.2
Pahang,2010,Environmental,100.0
Pahang,2011,Environmental,95.2
Pahang,2012,Environmental,98.7
Pahang,2013,Environmental,103.2
Pahang,2014,Environmental,99.9
Pahang,2015,Environmental,94.7
Pahang,2016,Environmental,101.4
Pahang,2017,Environmental,95.2
Pahang,2018,Environmental,96.6
Pahang,2019,Environmental,94.2
Pahang,2020,Environmental,100.8
Pahang,2021,Environmental,99.2
Pahang,2022,Environmental,102.8
Pahang,2023,Environmental,97.6
Pahang,2024,Environmental,101.5
Pahang,2010,Family,100.0
Pahang,2011,Family,102.2
Pahang,2012,Family,101.2
Pahang,2013,Family,103.3
Pahang,2014,Family,100.9
Pahang,2015,Family,99.9
Pahang,2016,Family,104.0
Pahang,2017,Family,105.4
Pahang,2018,Family,102.6
Pahang,2019,Family,97.7
Pahang,2020,Family,106.7
Pahang,2021,Family,106.9
Pahang,2022,Family,103.5
Pahang,2023,Family,110.0
Pahang,2024,Family,109.2
Pahang,2010,Governance,100.0
Pahang,2011,Governance,100.9
Pahang,2012,Governance,104.2
Pahang,2013,Governance,105.5
Pahang,2014,Governance,107.6
Pahang,2015,Governance,116.1
Pahang,2016,Governance,102.2
Pahang,2017,Governance,107.1
Pahang,2018,Governance,115.5
Pahang,2019,Governance,104.7
Pahang,2020,Governance,105.7
Pahang,2021,Governance,104.4
Pahang,2022,Governance,101.4
Pahang,2023,Governance,109.2
Pahang,2024,Governance,113.9
Pahang,2010,Health,100.0
Pahang,2011,Health,103.4
Pahang,2012,Health,103.0
Pahang,2013,Health,102.1
Pahang,2014,Health,101.9
Pahang,2015,Health,103.6
Pahang,2016,Health,104.8
Pahang,2017,Health,103.0
Pahang,2018,Health,105.5
Pahang,2019,Health,108.6
Pahang,2020,Health,109.4
Pahang,2021,Health,111.2
Pahang,2022,Health,104.3
Pahang,2023,Health,104.3
Pahang,2024,Health,103.5
Pahang,2010,Housing,100.0
Pahang,2011,Housing,110.0
Pahang,2012,Housing,119.3
Pahang,2013,Housing,121.3
Pahang,2014,Housing,123.4
Pahang,2015,Housing,123.9
Pahang,2016,Housing,124.5
Pahang,2017,Housing,133.4
Pahang,2018,Housing,130.0
Pahang,2019,Housing,130.7
Pahang,2020,Housing,131.2
Pahang,2021,Housing,128.4
Pahang,2022,Housing,127.2
Pahang,2023,Housing,126.1
Pahang,2024,Housing,125.8
Pahang,2010,Income and Distribution,100.0
Pahang,2011,Income and Distribution,104.9
Pahang,2012,Income and Distribution,108.7
Pahang,2013,Income and Distribution,111.2
Pahang,2014,Income and Distribution,114.1
Pahang,2015,Income and Distribution,120.6
Pahang,2016,Income and Distribution,116.9
Pahang,2017,Income and Distribution,121.8
Pahang,2018,Income and Distribution,125.4
Pahang,2019,Income and Distribution,129.5
Pahang,2020,Income and Distribution,118.8
Pahang,2021,Income and Distribution,121.6
Pahang,2022,Income and Distribution,132.9
Pahang,2023,Income and Distribution,132.3
Pahang,2024,Income and Distribution,133.9
Pahang,2010,MyWI Overall,100.0
Pahang,2011,MyWI Overall,103.0
Pahang,2012,MyWI Overall,105.2
Pahang,2013,MyWI Overall,106.7
Pahang,2014,MyWI Overall,108.4
Pahang,2015,MyWI Overall,109.6
Pahang,2016,MyWI Overall,111.0
Pahang,2017,MyWI Overall,111.2
Pahang,2018,MyWI Overall,112.9
Pahang,2019,MyWI Overall,112.3
Pahang,2020,MyWI Overall,113.0
Pahang,2021,MyWI Overall,112.6
Pahang,2022,MyWI Overall,114.7
Pahang,2023,MyWI Overall,116.0
Pahang,2024,MyWI Overall,117.2
Pahang,2010,Public Safety,100.0
Pahang,2011,Public Safety,96.2
Pahang,2012,Public Safety,93.7
Pahang,2013,Public Safety,99.5
Pahang,2014,Public Safety,102.1
Pahang,2015,Public Safety,107.2
Pahang,2016,Public Safety,109.6
Pahang,2017,Public Safety,115.2
Pahang,2018,Public Safety,114.2
Pahang,2019,Public Safety,111.1
Pahang,2020,Public Safety,123.0
Pahang,2021,Public Safety,125.1
Pahang,2022,Public Safety,115.9
Pahang,2023,Public Safety,117.4
Pahang,2024,Public Safety,113.8
Pahang,2010,Social,100.0
Pahang,2011,Social,104.2
Pahang,2012,Social,105.5
Pahang,2013,Social,106.8
Pahang,2014,Social,109.1
Pahang,2015,Social,111.7
Pahang,2016,Social,112.2
Pahang,2017,Social,114.0
Pahang,2018,Social,115.1
Pahang,2019,Social,114.6
Pahang,2020,Social,114.2
Pahang,2021,Social,112.8
Pahang,2022,Social,113.5
Pahang,2023,Social,117.7
Pahang,2024,Social,117.9
Pahang,2010,Social Participation,100.0
Pahang,2011,Social Participation,115.3
Pahang,2012,Social Participation,115.8
Pahang,2013,Social Participation,115.1
Pahang,2014,Social Participation,116.5
Pahang,2015,Social Participation,122.4
Pahang,2016,Social Participation,123.1
Pahang,2017,Social Participation,126.8
Pahang,2018,Social Participation,128.8
Pahang,2019,Social Participation,137.0
Pahang,2020,Social Participation,135.3
Pahang,2021,Social Participation,129.0
Pahang,2022,Social Participation,131.5
Pahang,2023,Social Participation,133.5
Pahang,2024,Social Participation,139.2
Pahang,2010,Transportation,100.0
Pahang,2011,Transportation,103.1
Pahang,2012,Transportation,99.1
Pahang,2013,Transportation,100.7
Pahang,2014,Transportation,101.7
Pahang,2015,Transportation,102.6
Pahang,2016,Transportation,104.2
Pahang,2017,Transportation,106.2
Pahang,2018,Transportation,108.8
Pahang,2019,Transportation,111.5
Pahang,2020,Transportation,112.4
Pahang,2021,Transportation,113.6
Pahang,2022,Transportation,123.5
Pahang,2023,Transportation,125.1
Pahang,2024,Transportation,124.3
Pahang,2010,Water,100.0
Pahang,2011,Water,100.0
Pahang,2012,Water,100.0
Pahang,2013,Water,100.0
Pahang,2014,Water,100.0
Pahang,2015,Water,100.0
Pahang,2016,Water,100.0
Pahang,2017,Water,100.0
Pahang,2018,Water,100.0
Pahang,2019,Water,100.0
Pahang,2020,Water,100.0
Pahang,2021,Water,100.0
Pahang,2022,Water,100.0
Pahang,2023,Water,100.0
Pahang,2024,Water,112.3
Pahang,2010,Working Life,100.0
Pahang,2011,Working Life,110.0
Pahang,2012,Working Life,114.0
Pahang,2013,Working Life,116.9
Pahang,2014,Working Life,115.6
Pahang,2015,Working Life,118.9
Pahang,2016,Working Life,118.5
Pahang,2017,Working Life,116.6
Pahang,2018,Working Life,123.6
Pahang,2019,Working Life,115.7
Pahang,2020,Working Life,126.7
Pahang,2021,Working Life,130.4
Pahang,2022,Working Life,123.7
Pahang,2023,Working Life,122.1
Pahang,2024,Working Life,125.6
Perak,2010,Air,100.0
Perak,2011,Air,88.5
Perak,2012,Air,91.1
Perak,2013,Air,89.8
Perak,2014,Air,75.8
Perak,2015,Air,75.8
Perak,2016,Air,87.2
Perak,2017,Air,74.5
Perak,2018,Air,77.3
Perak,2019,Air,73.9
Perak,2020,Air,89.3
Perak,2021,Air,89.5
Perak,2022,Air,91.3
Perak,2023,Air,87.9
Perak,2024,Air,74.3
Perak,2010,Biodiversity Resources,100.0
Perak,2011,Biodiversity Resources,98.0
Perak,2012,Biodiversity Resources,102.8
Perak,2013,Biodiversity Resources,111.8
Perak,2014,Biodiversity Resources,99.6
Perak,2015,Biodiversity Resources,102.8
Perak,2016,Biodiversity Resources,99.5
Perak,2017,Biodiversity Resources,101.3
Perak,2018,Biodiversity Resources,77.2
Perak,2019,Biodiversity Resources,98.3
Perak,2020,Biodiversity Resources,93.9
Perak,2021,Biodiversity Resources,101.9
Perak,2022,Biodiversity Resources,102.4
Perak,2023,Biodiversity Resources,107.1
Perak,2024,Biodiversity Resources,102.2
Perak,2010,Communication,100.0
Perak,2011,Communication,101.6
Perak,2012,Communication,109.6
Perak,2013,Communication,106.9
Perak,2014,Communication,119.4
Perak,2015,Communication,119.5
Perak,2016,Communication,120.6
Perak,2017,Communication,123.2
Perak,2018,Communication,124.9
Perak,2019,Communication,127.1
Perak,2020,Communication,121.3
Perak,2021,Communication,124.0
Perak,2022,Communication,123.7
Perak,2023,Communication,123.8
Perak,2024,Communication,124.4
Perak,2010,Culture,100.0
Perak,2011,Culture,99.9
Perak,2012,Culture,98.1
Perak,2013,Culture,98.3
Perak,2014,Culture,101.5
Perak,2015,Culture,102.4
Perak,2016,Culture,98.2
Perak,2017,Culture,103.3
Perak,2018,Culture,99.7
Perak,2019,Culture,100.2
Perak,2020,Culture,99.6
Perak,2021,Culture,97.9
Perak,2022,Culture,100.7
Perak,2023,Culture,112.9
Perak,2024,Culture,128.4
Perak,2010,Economic,100.0
Perak,2011,Economic,104.2
Perak,2012,Economic,108.4
Perak,2013,Economic,110.2
Perak,2014,Economic,115.0
Perak,2015,Economic,118.9
Perak,2016,Economic,119.3
Perak,2017,Economic,122.1
Perak,2018,Economic,123.8
Perak,2019,Economic,123.3
Perak,2020,Economic,121.0
Perak,2021,Economic,122.3
Perak,2022,Economic,125.9
Perak,2023,Economic,126.1
Perak,2024,Economic,127.9
Perak,2010,Education,100.0
Perak,2011,Education,108.6
Perak,2012,Education,108.4
Perak,2013,Education,110.7
Perak,2014,Education,113.2
Perak,2015,Education,114.5
Perak,2016,Education,118.1
Perak,2017,Education,119.7
Perak,2018,Education,121.8
Perak,2019,Education,123.3
Perak,2020,Education,126.6
Perak,2021,Education,130.8
Perak,2022,Education,132.2
Perak,2023,Education,133.2
Perak,2024,Education,129.7
Perak,2010,Entertainment and Recreation,100.0
Perak,2011,Entertainment and Recreation,101.7
Perak,2012,Entertainment and Recreation,104.1
Perak,2013,Entertainment and Recreation,105.7
Perak,2014,Entertainment and Recreation,106.8
Perak,2015,Entertainment and Recreation,107.1
Perak,2016,Entertainment and Recreation,108.9
Perak,2017,Entertainment and Recreation,112.9
Perak,2018,Entertainment and Recreation,115.6
Perak,2019,Entertainment and Recreation,117.5
Perak,2020,Entertainment and Recreation,95.6
Perak,2021,Entertainment and Recreation,97.7
Perak,2022,Entertainment and Recreation,116.8
Perak,2023,Entertainment and Recreation,116.0
Perak,2024,Entertainment and Recreation,114.9
Perak,2010,Environmental,100.0
Perak,2011,Environmental,96.2
Perak,2012,Environmental,98.7
Perak,2013,Environmental,101.3
Perak,2014,Environmental,92.5
Perak,2015,Environmental,93.6
Perak,2016,Environmental,96.3
Perak,2017,Environmental,92.7
Perak,2018,Environmental,85.6
Perak,2019,Environmental,91.5
Perak,2020,Environmental,95.1
Perak,2021,Environmental,97.9
Perak,2022,Environmental,98.6
Perak,2023,Environmental,99.1
Perak,2024,Environmental,90.0
Perak,2010,Family,100.0
Perak,2011,Family,109.9
Perak,2012,Family,110.9
Perak,2013,Family,107.5
Perak,2014,Family,109.6
Perak,2015,Family,114.6
Perak,2016,Family,111.1
Perak,2017,Family,113.7
Perak,2018,Family,111.5
Perak,2019,Family,110.4
Perak,2020,Family,114.4
Perak,2021,Family,113.5
Perak,2022,Family,120.1
Perak,2023,Family,117.9
Perak,2024,Family,112.0
Perak,2010,Governance,100.0
Perak,2011,Governance,100.9
Perak,2012,Governance,96.6
Perak,2013,Governance,105.9
Perak,2014,Governance,108.9
Perak,2015,Governance,101.7
Perak,2016,Governance,90.5
Perak,2017,Governance,107.9
Perak,2018,Governance,103.7
Perak,2019,Governance,100.7
Perak,2020,Governance,97.5
Perak,2021,Governance,103.0
Perak,2022,Governance,102.5
Perak,2023,Governance,108.4
Perak,2024,Governance,111.2
Perak,2010,Health,100.0
Perak,2011,Health,105.3
Perak,2012,Health,111.8
Perak,2013,Health,108.5
Perak,2014,Health,104.8
Perak,2015,Health,103.9
Perak,2016,Health,106.7
Perak,2017,Health,101.1
Perak,2018,Health,100.3
Perak,2019,Health,107.5
Perak,2020,Health,107.0
Perak,2021,Health,110.0
Perak,2022,Health,103.4
Perak,2023,Health,100.4
Perak,2024,Health,109.7
Perak,2010,Housing,100.0
Perak,2011,Housing,99.5
Perak,2012,Housing,98.3
Perak,2013,Housing,107.7
Perak,2014,Housing,117.0
Perak,2015,Housing,117.1
Perak,2016,Housing,118.6
Perak,2017,Housing,123.1
Perak,2018,Housing,127.0
Perak,2019,Housing,128.3
Perak,2020,Housing,138.6
Perak,2021,Housing,133.1
Perak,2022,Housing,135.2
Perak,2023,Housing,133.6
Perak,2024,Housing,133.7
Perak,2010,Income and Distribution,100.0
Perak,2011,Income and Distribution,103.2
Perak,2012,Income and Distribution,106.0
Perak,2013,Income and Distribution,113.1
Perak,2014,Income and Distribution,120.7
Perak,2015,Income and Distribution,124.5
Perak,2016,Income and Distribution,123.3
Perak,2017,Income and Distribution,124.7
Perak,2018,Income and Distribution,125.6
Perak,2019,Income and Distribution,126.7
Perak,2020,Income and Distribution,114.6
Perak,2021,Income and Distribution,118.9
Perak,2022,Income and Distribution,130.5
Perak,2023,Income and Distribution,131.0
Perak,2024,Income and Distribution,133.9
Perak,2010,MyWI Overall,100.0
Perak,2011,MyWI Overall,103.0
Perak,2012,MyWI Overall,104.6
Perak,2013,MyWI Overall,106.7
Perak,2014,MyWI Overall,108.3
Perak,2015,MyWI Overall,109.4
Perak,2016,MyWI Overall,109.6
Perak,2017,MyWI Overall,112.8
Perak,2018,MyWI Overall,111.7
Perak,2019,MyWI Overall,113.4
Perak,2020,MyWI Overall,113.7
Perak,2021,MyWI Overall,114.9
Perak,2022,MyWI Overall,117.5
Perak,2023,MyWI Overall,118.4
Perak,2024,MyWI Overall,117.6
Perak,2010,Public Safety,100.0
Perak,2011,Public Safety,103.6
Perak,2012,Public Safety,106.6
Perak,2013,Public Safety,105.7
Perak,2014,Public Safety,115.1
Perak,2015,Public Safety,109.4
Perak,2016,Public Safety,112.0
Perak,2017,Public Safety,123.1
Perak,2018,Public Safety,117.6
Perak,2019,Public Safety,117.7
Perak,2020,Public Safety,132.0
Perak,2021,Public Safety,133.7
Perak,2022,Public Safety,122.5
Perak,2023,Public Safety,119.8
Perak,2024,Public Safety,114.4
Perak,2010,Social,100.0
Perak,2011,Social,105.0
Perak,2012,Social,105.7
Perak,2013,Social,107.2
Perak,2014,Social,110.2
Perak,2015,Social,109.8
Perak,2016,Social,109.4
Perak,2017,Social,114.1
Perak,2018,Social,113.7
Perak,2019,Social,115.7
Perak,2020,Social,115.9
Perak,2021,Social,116.8
Perak,2022,Social,118.4
Perak,2023,Social,119.4
Perak,2024,Social,121.4
Perak,2010,Social Participation,100.0
Perak,2011,Social Participation,116.0
Perak,2012,Social Participation,116.4
Perak,2013,Social Participation,114.5
Perak,2014,Social Participation,114.8
Perak,2015,Social Participation,117.5
Perak,2016,Social Participation,119.9
Perak,2017,Social Participation,122.1
Perak,2018,Social Participation,126.3
Perak,2019,Social Participation,135.4
Perak,2020,Social Participation,131.4
Perak,2021,Social Participation,131.7
Perak,2022,Social Participation,132.4
Perak,2023,Social Participation,132.6
Perak,2024,Social Participation,138.3
Perak,2010,Transportation,100.0
Perak,2011,Transportation,102.5
Perak,2012,Transportation,108.9
Perak,2013,Transportation,110.1
Perak,2014,Transportation,113.9
Perak,2015,Transportation,118.1
Perak,2016,Transportation,122.1
Perak,2017,Transportation,127.6
Perak,2018,Transportation,129.9
Perak,2019,Transportation,128.3
Perak,2020,Transportation,122.6
Perak,2021,Transportation,120.0
Perak,2022,Transportation,127.9
Perak,2023,Transportation,129.5
Perak,2024,Transportation,131.8
Perak,2010,Water,100.0
Perak,2011,Water,102.2
Perak,2012,Water,102.2
Perak,2013,Water,102.2
Perak,2014,Water,102.2
Perak,2015,Water,102.2
Perak,2016,Water,102.2
Perak,2017,Water,102.2
Perak,2018,Water,102.2
Perak,2019,Water,102.2
Perak,2020,Water,102.2
Perak,2021,Water,102.2
Perak,2022,Water,102.2
Perak,2023,Water,102.2
Perak,2024,Water,93.4
Perak,2010,Working Life,100.0
Perak,2011,Working Life,109.4
Perak,2012,Working Life,109.2
Perak,2013,Working Life,110.6
Perak,2014,Working Life,106.2
Perak,2015,Working Life,113.4
Perak,2016,Working Life,111.1
Perak,2017,Working Life,112.7
Perak,2018,Working Life,114.8
Perak,2019,Working Life,111.3
Perak,2020,Working Life,125.5
Perak,2021,Working Life,126.2
Perak,2022,Working Life,121.3
Perak,2023,Working Life,120.0
Perak,2024,Working Life,121.6
Perlis,2010,Air,100.0
Perlis,2011,Air,93.7
Perlis,2012,Air,100.8
Perlis,2013,Air,85.1
Perlis,2014,Air,81.2
Perlis,2015,Air,81.2
Perlis,2016,Air,77.3
Perlis,2017,Air,80.4
Perlis,2018,Air,82.6
Perlis,2019,Air,73.8
Perlis,2020,Air,85.2
Perlis,2021,Air,89.6
Perlis,2022,Air,104.0
Perlis,2023,Air,86.3
Perlis,2024,Air,81.6
Perlis,2010,Biodiversity Resources,100.0
Perlis,2011,Biodiversity Resources,100.4
Perlis,2012,Biodiversity Resources,101.4
Perlis,2013,Biodiversity Resources,98.8
Perlis,2014,Biodiversity Resources,102.5
Perlis,2015,Biodiversity Resources,93.9
Perlis,2016,Biodiversity Resources,102.0
Perlis,2017,Biodiversity Resources,99.5
Perlis,2018,Biodiversity Resources,92.6
Perlis,2019,Biodiversity Resources,95.2
Perlis,2020,Biodiversity Resources,81.1
Perlis,2021,Biodiversity Resources,84.0
Perlis,2022,Biodiversity Resources,81.5
Perlis,2023,Biodiversity Resources,82.1
Perlis,2024,Biodiversity Resources,79.2
Perlis,2010,Communication,100.0
Perlis,2011,Communication,102.2
Perlis,2012,Communication,110.7
Perlis,2013,Communication,105.2
Perlis,2014,Communication,118.9
Perlis,2015,Communication,119.6
Perlis,2016,Communication,121.4
Perlis,2017,Communication,124.8
Perlis,2018,Communication,125.1
Perlis,2019,Communication,121.8
Perlis,2020,Communication,117.4
Perlis,2021,Communication,119.7
Perlis,2022,Communication,120.7
Perlis,2023,Communication,121.3
Perlis,2024,Communication,122.5
Perlis,2010,Culture,100.0
Perlis,2011,Culture,86.3
Perlis,2012,Culture,85.1
Perlis,2013,Culture,85.6
Perlis,2014,Culture,88.6
Perlis,2015,Culture,88.5
Perlis,2016,Culture,87.3
Perlis,2017,Culture,86.0
Perlis,2018,Culture,86.2
Perlis,2019,Culture,86.1
Perlis,2020,Culture,80.5
Perlis,2021,Culture,79.4
Perlis,2022,Culture,89.3
Perlis,2023,Culture,100.3
Perlis,2024,Culture,104.2
Perlis,2010,Economic,100.0
Perlis,2011,Economic,104.3
Perlis,2012,Economic,109.3
Perlis,2013,Economic,112.8
Perlis,2014,Economic,117.9
Perlis,2015,Economic,119.5
Perlis,2016,Economic,119.7
Perlis,2017,Economic,121.2
Perlis,2018,Economic,124.6
Perlis,2019,Economic,124.9
Perlis,2020,Economic,118.8
Perlis,2021,Economic,117.4
Perlis,2022,Economic,123.3
Perlis,2023,Economic,126.2
Perlis,2024,Economic,126.9
Perlis,2010,Education,100.0
Perlis,2011,Education,109.1
Perlis,2012,Education,111.4
Perlis,2013,Education,110.1
Perlis,2014,Education,114.3
Perlis,2015,Education,116.2
Perlis,2016,Education,118.2
Perlis,2017,Education,124.4
Perlis,2018,Education,123.9
Perlis,2019,Education,126.3
Perlis,2020,Education,130.2
Perlis,2021,Education,131.9
Perlis,2022,Education,133.0
Perlis,2023,Education,129.7
Perlis,2024,Education,127.2
Perlis,2010,Entertainment and Recreation,100.0
Perlis,2011,Entertainment and Recreation,105.3
Perlis,2012,Entertainment and Recreation,107.2
Perlis,2013,Entertainment and Recreation,113.6
Perlis,2014,Entertainment and Recreation,111.3
Perlis,2015,Entertainment and Recreation,105.9
Perlis,2016,Entertainment and Recreation,110.5
Perlis,2017,Entertainment and Recreation,114.0
Perlis,2018,Entertainment and Recreation,112.4
Perlis,2019,Entertainment and Recreation,113.1
Perlis,2020,Entertainment and Recreation,109.8
Perlis,2021,Entertainment and Recreation,112.0
Perlis,2022,Entertainment and Recreation,129.3
Perlis,2023,Entertainment and Recreation,126.4
Perlis,2024,Entertainment and Recreation,121.8
Perlis,2010,Environmental,100.0
Perlis,2011,Environmental,98.2
Perlis,2012,Environmental,100.9
Perlis,2013,Environmental,94.8
Perlis,2014,Environmental,94.8
Perlis,2015,Environmental,91.9
Perlis,2016,Environmental,93.3
Perlis,2017,Environmental,93.5
Perlis,2018,Environmental,91.9
Perlis,2019,Environmental,89.8
Perlis,2020,Environmental,89.0
Perlis,2021,Environmental,91.4
Perlis,2022,Environmental,95.4
Perlis,2023,Environmental,89.6
Perlis,2024,Environmental,87.3
Perlis,2010,Family,100.0
Perlis,2011,Family,97.9
Perlis,2012,Family,91.3
Perlis,2013,Family,92.2
Perlis,2014,Family,98.9
Perlis,2015,Family,90.8
Perlis,2016,Family,92.5
Perlis,2017,Family,92.6
Perlis,2018,Family,96.7
Perlis,2019,Family,89.1
Perlis,2020,Family,102.2
Perlis,2021,Family,101.4
Perlis,2022,Family,100.4
Perlis,2023,Family,104.1
Perlis,2024,Family,106.0
Perlis,2010,Governance,100.0
Perlis,2011,Governance,99.9
Perlis,2012,Governance,113.5
Perlis,2013,Governance,101.7
Perlis,2014,Governance,104.2
Perlis,2015,Governance,103.5
Perlis,2016,Governance,90.7
Perlis,2017,Governance,104.6
Perlis,2018,Governance,101.3
Perlis,2019,Governance,103.1
Perlis,2020,Governance,100.6
Perlis,2021,Governance,110.6
Perlis,2022,Governance,98.4
Perlis,2023,Governance,110.9
Perlis,2024,Governance,110.9
Perlis,2010,Health,100.0
Perlis,2011,Health,106.3
Perlis,2012,Health,110.4
Perlis,2013,Health,109.6
Perlis,2014,Health,108.8
Perlis,2015,Health,108.5
Perlis,2016,Health,111.6
Perlis,2017,Health,109.0
Perlis,2018,Health,110.9
Perlis,2019,Health,107.9
Perlis,2020,Health,118.5
Perlis,2021,Health,113.2
Perlis,2022,Health,102.8
Perlis,2023,Health,106.8
Perlis,2024,Health,117.3
Perlis,2010,Housing,100.0
Perlis,2011,Housing,110.5
Perlis,2012,Housing,121.0
Perlis,2013,Housing,123.3
Perlis,2014,Housing,126.0
Perlis,2015,Housing,126.8
Perlis,2016,Housing,129.3
Perlis,2017,Housing,134.4
Perlis,2018,Housing,134.3
Perlis,2019,Housing,137.7
Perlis,2020,Housing,141.5
Perlis,2021,Housing,134.1
Perlis,2022,Housing,135.7
Perlis,2023,Housing,135.6
Perlis,2024,Housing,135.4
Perlis,2010,Income and Distribution,100.0
Perlis,2011,Income and Distribution,104.6
Perlis,2012,Income and Distribution,109.7
Perlis,2013,Income and Distribution,117.5
Perlis,2014,Income and Distribution,125.5
Perlis,2015,Income and Distribution,126.0
Perlis,2016,Income and Distribution,124.1
Perlis,2017,Income and Distribution,126.9
Perlis,2018,Income and Distribution,129.6
Perlis,2019,Income and Distribution,132.6
Perlis,2020,Income and Distribution,118.6
Perlis,2021,Income and Distribution,121.0
Perlis,2022,Income and Distribution,133.2
Perlis,2023,Income and Distribution,134.9
Perlis,2024,Income and Distribution,137.5
Perlis,2010,MyWI Overall,100.0
Perlis,2011,MyWI Overall,101.2
Perlis,2012,MyWI Overall,105.3
Perlis,2013,MyWI Overall,106.1
Perlis,2014,MyWI Overall,108.4
Perlis,2015,MyWI Overall,107.3
Perlis,2016,MyWI Overall,107.9
Perlis,2017,MyWI Overall,110.3
Perlis,2018,MyWI Overall,110.9
Perlis,2019,MyWI Overall,110.9
Perlis,2020,MyWI Overall,109.9
Perlis,2021,MyWI Overall,110.3
Perlis,2022,MyWI Overall,113.8
Perlis,2023,MyWI Overall,114.4
Perlis,2024,MyWI Overall,114.5
Perlis,2010,Public Safety,100.0
Perlis,2011,Public Safety,89.4
Perlis,2012,Public Safety,100.2
Perlis,2013,Public Safety,107.3
Perlis,2014,Public Safety,102.8
Perlis,2015,Public Safety,109.4
Perlis,2016,Public Safety,113.1
Perlis,2017,Public Safety,113.0
Perlis,2018,Public Safety,112.3
Perlis,2019,Public Safety,113.6
Perlis,2020,Public Safety,117.4
Perlis,2021,Public Safety,118.8
Perlis,2022,Public Safety,118.3
Perlis,2023,Public Safety,109.3
Perlis,2024,Public Safety,112.6
Perlis,2010,Social,100.0
Perlis,2011,Social,101.3
Perlis,2012,Social,105.6
Perlis,2013,Social,107.2
Perlis,2014,Social,108.8
Perlis,2015,Social,107.2
Perlis,2016,Social,107.8
Perlis,2017,Social,110.9
Perlis,2018,Social,111.0
Perlis,2019,Social,111.4
Perlis,2020,Social,113.9
Perlis,2021,Social,113.8
Perlis,2022,Social,114.6
Perlis,2023,Social,116.5
Perlis,2024,Social,118.4
Perlis,2010,Social Participation,100.0
Perlis,2011,Social Participation,107.4
Perlis,2012,Social Participation,110.8
