state,district,date,lf,lf_employed,lf_unemployed,lf_outside,p_rate,u_rate,ep_ratio
Terengganu,Hulu Terengganu,2020-01-01,30.4,29.3,1.1,24.1,55.8,3.6,53.663003663003664
Terengganu,Hulu Terengganu,2021-01-01,30.4,29.1,1.2,25.8,54.1,4.0,51.87165775401069
Terengganu,Hulu Terengganu,2022-01-01,30.8,29.6,1.2,25.9,54.3,3.9,52.20458553791887
Terengganu,Kemaman,2019-01-01,85.5,82.7,2.8,43.1,66.5,3.3,64.30793157076205
Terengganu,Kemaman,2020-01-01,86.2,82.9,3.3,44.7,65.8,3.8,63.33078686019863
Terengganu,Kemaman,2021-01-01,87.9,84.7,3.2,45.9,65.7,3.7,63.303437967115094
Terengganu,Kemaman,2022-01-01,91.0,88.2,2.8,47.4,65.8,3.1,63.72832369942196
Terengganu,Kuala Terengganu,2019-01-01,159.7,154.3,5.4,104.7,60.4,3.4,58.35854765506808
Terengganu,Kuala Terengganu,2020-01-01,158.5,151.3,7.2,111.5,58.7,4.5,56.03703703703704
Terengganu,Kuala Terengganu,2021-01-01,157.6,151.3,6.4,116.3,57.5,4.0,55.2391383716685
Terengganu,Kuala Terengganu,2022-01-01,159.9,153.8,6.1,117.3,57.7,3.8,55.48340548340549
Terengganu,Marang,2019-01-01,45.4,43.7,1.7,32.7,58.2,3.7,55.953905249679906
Terengganu,Marang,2020-01-01,44.9,43.3,1.6,35.1,56.1,3.5,54.125
Terengganu,Marang,2021-01-01,45.0,43.3,1.7,35.1,56.1,3.8,54.05742821473159
Terengganu,Marang,2022-01-01,45.8,44.3,1.4,35.4,56.4,3.1,54.556650246305416
Terengganu,Setiu,2019-01-01,27.3,26.3,1.0,14.2,65.8,3.7,63.373493975903614
Terengganu,Setiu,2020-01-01,27.3,26.0,1.3,15.2,64.2,4.7,61.03286384976525
Terengganu,Setiu,2021-01-01,27.5,26.1,1.4,16.4,62.7,5.0,59.45330296127563
Terengganu,Setiu,2022-01-01,28.3,27.1,1.2,16.6,63.0,4.1,60.35634743875279
